Title,Authors,Corporate Authors,Editors,Book Editors,Source Title,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Beginning Page,Ending Page,Article Number,DOI,Conference Title,Conference Date,Total Citations,Average per Year,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Postcolonial Remains,"Young, Robert J. C.",,,,NEW LITERARY HISTORY,WIN 2012,2012,43,1,,,,19,42,,,,,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,10,9,1
Future Philology? The Fate of a Soft Science in a Hard World,"Pollock, Sheldon",,,,CRITICAL INQUIRY,SUM 2009,2009,35,4,,,,931,961,,,Conference on Fate of Disciplines 2006,"MAY, 2006",25,3.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,5,5,6,0
"Animals, Anomalies, and Inorganic Others","Braidotti, Rosi",,,,PMLA-PUBLICATIONS OF THE MODERN LANGUAGE ASSOCIATION OF AMERICA,MAR 2009,2009,124,2,,,,526,532,,,,,25,3.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,2,5,3,0
"The time of affect, or bearing witness to life","Hansen, M",,,,CRITICAL INQUIRY,SPR 2004,2004,30,3,,,,584,626,,10.1086/421163,,,25,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2,4,1,2,1,4,1,2,3,0
Everyday life - Introduction,"Felski, R",,,,NEW LITERARY HISTORY,FAL 2002,2002,33,4,,,,607,622,,10.1353/nlh.2002.0038,,,25,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,1,3,2,1,3,1,3,1,4,0
"Globalit, Inc.; or, the cultural logic of global literary studies","Baucom, I",,,,PMLA-PUBLICATIONS OF THE MODERN LANGUAGE ASSOCIATION OF AMERICA,JAN 2001,2001,116,1,,,,158,172,,,,,25,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,2,0,0,0,4,3,3,4,2,1,0
"The university in ruins? (Humanist studies, Bill Readings)","LaCapra, D",,,,CRITICAL INQUIRY,FAL 1998,1998,25,1,,,,32,55,,10.1086/448907,,,25,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,1,1,1,1,0,1,0,4,0,3,1,0,1,2,0
"Toxic discourse (Ecology, environment, waste)","Buell, L",,,,CRITICAL INQUIRY,SPR 1998,1998,24,3,,,,639,665,,10.1086/448889,,,25,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,2,0,2,3,1,0,0,3,1,4,2,2,0
The Holocaust as vicarious past: Art Spiegelman's 'Maus' and the afterimages of history (Comics),"Young, JE",,,,CRITICAL INQUIRY,SPR 1998,1998,24,3,,,,666,699,,10.1086/448890,,,25,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,3,0,2,1,1,4,1,4,2,0,2,0
"DOUBLENESS AND JAZZ IMPROVISATION - IRONY, PARODY, AND ETHNOMUSICOLOGY","MONSON, I",,,,CRITICAL INQUIRY,WIN 1994,1994,20,2,,,,283,313,,10.1086/448712,,,25,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,1,1,1,1,0,0,0,0,1,0,3,0,4,3,1,1,0
"CULTURE AS IDENTITY, AN ANTHROPOLOGISTS VIEW","COHEN, AP",,,,NEW LITERARY HISTORY,WIN 1993,1993,24,1,,,,195,209,,10.2307/469278,,,25,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1,1,1,0,0,0,0,1,0,1,0,1,2,1,3,4,1,0,0
"BETWEEN SLAVERY AND FREEDOM - THE TRANSGRESSIVE SELF IN EQUIANO,OLAUDAH AUTOBIOGRAPHY","MARREN, SM",,,,PMLA-PUBLICATIONS OF THE MODERN LANGUAGE ASSOCIATION OF AMERICA,JAN 1993,1993,108,1,,,,94,105,,10.2307/462855,,,25,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,1,2,0,1,0,2,3,1,3,2,0,0,0,2,2,1,0
9 REVISIONIST THESES ON THE PICTURESQUE,"MICHASIW, KI",,,,REPRESENTATIONS,SPR 1992,1992,,38,,,,76,100,,,,,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,3,2,1,3,0,1,3,1,1,1,2,1,2,0,0
"THE MYTH OF THE OTHER, CHINA IN THE EYES OF THE WEST","ZHANG, LX",,,,CRITICAL INQUIRY,FAL 1988,1988,15,1,,,,108,131,,,,,25,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,1,0,1,0,1,0,0,0,3,1,0,1,1,1,2,2,0,1,2,0,2,0
"INTERTEXTUAL REPRESENTATION, ON MIMESIS AS INTERPRETIVE DISCOURSE","RIFFATERRE, M",,,,CRITICAL INQUIRY,1984,1984,11,1,,,,141,162,,10.1086/448279,,,25,0.76,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,2,0,0,0,1,0,1,1,1,1,2,1,0,0,0,1,1,2,4,0,0,2,1,0,0,0
VICTORIAN OXFORD AND THE SCIENCE OF LANGUAGE,"DOWLING, L",,,,PMLA-PUBLICATIONS OF THE MODERN LANGUAGE ASSOCIATION OF AMERICA,1982,1982,97,2,,,,160,178,,10.2307/462185,,,25,0.71,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,3,0,1,1,0,0,2,1,3,0,1,1,2,0
THE LOGIC OF REALISM - A HEGELIAN APPROACH,"BROWN, M",,,,PMLA-PUBLICATIONS OF THE MODERN LANGUAGE ASSOCIATION OF AMERICA,1981,1981,96,2,,,,224,241,,10.2307/461990,,,25,0.69,0,0,0,0,0,0,0,0,0,5,0,1,3,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2,4,0,2,1,0
ON FEMALE IDENTITY AND WRITING BY WOMEN + THE IMAGE OF THE FEMININE IDENTITY IN LITERATURE,"GARDINER, JK",,,,CRITICAL INQUIRY,1981,1981,8,2,,,,347,361,,10.1086/448158,,,25,0.69,0,0,0,0,0,0,0,0,0,3,2,4,4,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
SECRETS AND NARRATIVE SEQUENCE,"KERMODE, F",,,,CRITICAL INQUIRY,1980,1980,7,1,,,,83,101,,10.1086/448089,,,25,0.68,0,0,0,0,0,0,0,0,2,1,5,1,2,4,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0
"MY HIDEOUS PROGENY - SHELLEY,MARY AND THE FEMINIZATION OF ROMANTICISM","POOVEY, M",,,,PMLA-PUBLICATIONS OF THE MODERN LANGUAGE ASSOCIATION OF AMERICA,1980,1980,95,3,,,,332,347,,10.2307/461877,,,25,0.68,0,0,0,0,0,0,0,1,2,1,2,2,0,1,1,0,0,2,0,0,2,2,1,0,1,0,0,0,0,1,0,0,0,2,0,0,1,1,1,1,0,0,0,0
CONRAD CRITIQUE OF IMPERIALISM IN 'HEART OF DARKNESS',"HAWKINS, H",,,,PMLA-PUBLICATIONS OF THE MODERN LANGUAGE ASSOCIATION OF AMERICA,1979,1979,94,2,,,,286,299,,10.2307/461892,,,25,0.66,0,0,0,0,0,0,0,1,0,2,1,1,2,0,0,2,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,2,2,0,1,2,1,0,0,0,1,0
NOTES TOWARD A THEORY OF THE REFERENT,"LEWIS, TE",,,,PMLA-PUBLICATIONS OF THE MODERN LANGUAGE ASSOCIATION OF AMERICA,1979,1979,94,3,,,,459,475,,10.2307/461932,,,25,0.66,0,0,0,0,0,0,2,3,3,2,2,1,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
AUTOBIOGRAPHY IN 3RD-PERSON,"LEJEUNE, P",,,,NEW LITERARY HISTORY,1977,1977,9,1,,,,27,50,,10.2307/468435,,,25,0.62,0,0,0,0,0,1,0,0,1,0,1,0,0,2,1,3,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,2,0,1,1,0,3,1,0
VETO OF IMAGINATION - THEORY OF AUTOBIOGRAPHY,"RENZA, LA",,,,NEW LITERARY HISTORY,1977,1977,9,1,,,,1,26,,10.2307/468434,,,25,0.62,0,0,0,0,0,1,2,1,1,0,0,2,1,0,0,2,1,4,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0
HE COULD GO NO FARTHER - MODEST PROPOSAL ABOUT LOVELACE AND CLARISSA,"WILT, J",,,,PMLA-PUBLICATIONS OF THE MODERN LANGUAGE ASSOCIATION OF AMERICA,1977,1977,92,1,,,,19,32,,10.2307/461411,,,25,0.62,0,0,0,0,1,1,0,0,0,2,2,4,0,1,1,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,1,0,2,0,0,0
THE REALITY OF FICTION - A FUNCTIONALIST APPROACH TO LITERATURE,"ISER, W",,,,NEW LITERARY HISTORY,1975,1975,7,1,,,,7,38,,10.2307/468276,,,25,0.6,0,0,0,0,3,3,4,2,2,1,1,0,1,0,1,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Context Stinks!,"Felski, Rita",,,,NEW LITERARY HISTORY,FAL 2011,2011,42,4,,,,573,591,,,,,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,6,0
"The Aesthetic Dimension: Aesthetics, Politics, Knowledge","Ranciere, Jacques",,,,CRITICAL INQUIRY,FAL 2009,2009,36,1,,,,1,19,,,,,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5,9,2,1
Tolerance as an ideological category,"Zizek, Slavoj",,,,CRITICAL INQUIRY,SUM 2008,2008,34,4,,,,660,682,,10.1086/592539,,,24,2.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,4,5,3,1
Introduction: Genres as fields of knowledge,"Dimock, Wai Chee",,,,PMLA-PUBLICATIONS OF THE MODERN LANGUAGE ASSOCIATION OF AMERICA,OCT 2007,2007,122,5,,,,1377,1388,,10.1632/pmla.2007.122.5.1377,,,24,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,3,4,5,4,1
Muslim women's quest for equality: Between Islamic law and feminism,"Mir-Hosseini, Ziba",,,,CRITICAL INQUIRY,SUM 2006,2006,32,4,,,,629,645,,,,,24,2.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,3,5,6,3,0
Type specimens and scientific memory,"Daston, L",,,,CRITICAL INQUIRY,FAL 2004,2004,31,1,,,,153,182,,10.1086/427306,,,24,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,2,0,3,6,3,2,1
"Hamlet or Hecuba: Carl Schmitt's decision (Shakespeare, Hobbes)","Kahn, V",,,,REPRESENTATIONS,SUM 2003,2003,,83,,,,67,96,,,,,24,1.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,1,2,4,5,4,1,1,1,0
The commitment to form; or still crazy after all these years,"Mitchell, WJT",,,,PMLA-PUBLICATIONS OF THE MODERN LANGUAGE ASSOCIATION OF AMERICA,MAR 2003,2003,118,2,,,,321,325,,10.1632/003081203X67703,,,24,1.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,5,2,1,3,1,1,4,2,1
"CARS OUT OF PLACE, VAMPIRES, TECHNOLOGY, AND LABOR IN EAST AND CENTRAL-AFRICA","WHITE, L",,,,REPRESENTATIONS,SUM 1993,1993,,43,,,,27,50,,,,,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,4,0,1,1,0,1,0,0,2,0,4,0,2,1,1,3,0
THE DISCIPLINE OF DECONSTRUCTION,"NEALON, JT",,,,PMLA-PUBLICATIONS OF THE MODERN LANGUAGE ASSOCIATION OF AMERICA,OCT 1992,1992,107,5,,,,1266,1279,,10.2307/462879,,,24,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,1,4,0,2,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0
"TELLING, SHOWING, SHOWING OFF + SEMIOTIC CHARGE OF NEW-YORK-CITY ENVIRONMENT","BAL, M",,,,CRITICAL INQUIRY,SPR 1992,1992,18,3,,,,556,594,,10.1086/448645,,,24,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,1,0,0,0,0,1,4,2,0,3,3,0,4,0,1,1,0
"MARX AND HETEROGENEITY + MARX,KARL - THINKING THE LUMPENPROLETARIAT","STALLYBRASS, P",,,,REPRESENTATIONS,SUM 1990,1990,,31,,,,69,95,,,,,24,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,1,0,1,3,2,1,3,2,3,3,0
FEMINIST LITERARY-CRITICISM AND THE AUTHOR + FOUCAULT AND THE AUTHOR-FUNCTION IN TEXTS,"WALKER, C",,,,CRITICAL INQUIRY,SPR 1990,1990,16,3,,,,551,571,,10.1086/448546,,,24,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,2,0,2,2,0,1,1,0,1,0,0,1,0,0,1,0,0,1,2,1,0,0
FLAUBERT POINT OF VIEW,"BOURDIEU, P",,,,CRITICAL INQUIRY,SPR 1988,1988,14,3,,,,539,562,,10.1086/448455,,,24,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,3,2,1,0,1,0,1,0,2,2,1,0,0,1,0,1,2,1,1,0,0,1,0,0
THE FAMILY PET + HISTORY AND PSYCHOLOGY OF ANIMAL OWNERSHIP,"SHELL, M",,,,REPRESENTATIONS,SUM 1986,1986,,15,,,,121,153,,,,,24,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,3,3,4,0,4,1,3,0
"BARTHES, GONGORA, AND NON-SENSE + LE 'PLAISIR DU TEXTE' AND 'SOLEDADES'","SMITH, PJ",,,,PMLA-PUBLICATIONS OF THE MODERN LANGUAGE ASSOCIATION OF AMERICA,JAN 1986,1986,101,1,,,,82,94,,10.2307/462537,,,24,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,3,1,0,1,1,0,1,0,0,2,0,0,0,0,1,1,0,0,0,0,1,1,0,3,1,0,1,0
SOUND AND FEELING + THEORIES OF MUSICAL EXPRESSION,"NEWCOMB, A",,,,CRITICAL INQUIRY,1984,1984,10,4,,,,614,643,,10.1086/448267,,,24,0.73,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,0,3,1,0,1,1,0,1,0,1,1,2,0,0,1,0,1,1,0,0,2,0,0,0,0,0,0
THE CONFLICT OF INTERPRETATIONS AND THE LIMITS OF PLURALISM,"ARMSTRONG, PB",,,,PMLA-PUBLICATIONS OF THE MODERN LANGUAGE ASSOCIATION OF AMERICA,1983,1983,98,3,,,,341,352,,10.2307/462275,,,24,0.71,0,0,0,0,0,0,0,0,0,0,0,7,4,3,2,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
THE GENESIS OF SHAKESPEARE SONNETS - SPENSER 'RUINES OF ROME BY BELLAY',"HIEATT, AK",,,,PMLA-PUBLICATIONS OF THE MODERN LANGUAGE ASSOCIATION OF AMERICA,1983,1983,98,5,,,,800,814,,10.2307/462260,,,24,0.71,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,1,2,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,2,2,1,0,0
MARXISM AND HISTORICISM,"JAMESON, F",,,,NEW LITERARY HISTORY,1979,1979,11,1,,,,41,73,,10.2307/468870,,,24,0.63,0,0,0,0,0,0,0,1,0,1,2,2,1,2,1,1,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,2,1,1,0
VOICE IN NARRATIVE TEXTS - EXAMPLE OF 'AS I LAY DYING',"ROSS, SM",,,,PMLA-PUBLICATIONS OF THE MODERN LANGUAGE ASSOCIATION OF AMERICA,1979,1979,94,2,,,,300,310,,10.2307/461893,,,24,0.63,0,0,0,0,0,0,1,1,3,4,1,3,2,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0
METAPHOR AS RHETORIC - PROBLEM OF EVALUATION,"BOOTH, WC",,,,CRITICAL INQUIRY,1978,1978,5,1,,,,49,72,,10.1086/447972,,,24,0.62,0,0,0,0,0,1,0,0,1,1,3,0,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,1,2,1,4,2,0,0
"The Myth of the Multitude, or, Who's Afraid of the Crowd?","Mazzarella, William",,,,CRITICAL INQUIRY,SUM 2010,2010,36,4,,,,697,727,,,,,23,3.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,4,4,7,1
Abnormal justice,"Fraser, Nancy",,,,CRITICAL INQUIRY,SPR 2008,2008,34,3,,,,393,422,,10.1086/589478,,,23,2.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,9,1,4,2,2,0
The empire's new clothes,"Brennan, T",,,,CRITICAL INQUIRY,WIN 2003,2003,29,2,,,,337,367,,10.1086/374030,,,23,1.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,1,4,2,3,2,0,2,1,0,1,0
The illusion of a future: 'Orientalism' as traveling theory,"Brennan, T",,,,CRITICAL INQUIRY,SPR 2000,2000,26,3,,,,558,583,,10.1086/448978,,,23,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,2,1,3,1,0,2,0,5,2,1,0,0
"Language poetry and the lyric subject: Ron Silliman's Albany, Susan Howe's Buffalo","Perloff, M",,,,CRITICAL INQUIRY,SPR 1999,1999,25,3,,,,405,434,,10.1086/448929,,,23,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,2,1,2,1,0,4,2,2,2,1,1
"Pleasure, sex, and politics belong together: Post-Holocaust memory and the sexual-revolution in West Germany","Herzog, D",,,,CRITICAL INQUIRY,WIN 1998,1998,24,2,,,,393,444,,10.1086/448879,,,23,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,1,5,2,0,3,1,2,0,2,1,1,0
'Othello' circumcised: Shakespeare and the Pauline discourse of nations,"Lupton, JR",,,,REPRESENTATIONS,WIN 1997,1997,,57,,,,73,89,,,,,23,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,5,1,2,1,1,1,0,2,2,3,0,1,0
"The nation (un)pictured? Chromolithography and 'popular' politics in India, 1878-1995","Pinney, C",,,,CRITICAL INQUIRY,SUM 1997,1997,23,4,,,,834,867,,10.1086/448856,,,23,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,8,0,0,0,1,2,1,3,1,0,1,0,1,0,0
"DENOTING DIFFERENCE, THE WRITING OF THE SLAVE SPIRITUALS","RADANO, R",,,,CRITICAL INQUIRY,SPR 1996,1996,22,3,,,,506,544,,10.1086/448804,"Conference on Frederick Douglas, Music and Cultural Studies","APR, 1993",23,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,3,2,1,3,0,0,1,3,2,1,1,1,0
"ON VIVACITY, THE DIFFERENCE BETWEEN DAYDREAMING AND IMAGINING-UNDER-AUTHORIAL-INSTRUCTION","SCARRY, E",,,,REPRESENTATIONS,FAL 1995,1995,,52,,,,1,26,,,,,23,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,3,1,3,0,2,0,4,3,0
"HEMANS AND HOME, VICTORIANISM, FEMININE INTERNAL ENEMIES, AND THE DOMESTICATION OF NATIONAL IDENTITY","LOOTENS, T",,,,PMLA-PUBLICATIONS OF THE MODERN LANGUAGE ASSOCIATION OF AMERICA,MAR 1994,1994,109,2,,,,238,253,,10.2307/463119,,,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,1,2,1,0,2,1,0,1,1,3,1,1,2,2,1,0
FREE-ENTERPRISE AND FREE INQUIRY - THE EMERGENCE OF LAISSEZ-FAIRE COMMUNITARIANISM IN THE IDEOLOGY OF SCIENCE IN THE UNITED-STATES,"HOLLINGER, DA",,,,NEW LITERARY HISTORY,FAL 1990,1990,21,4,,,,897,919,,10.2307/469191,,,23,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,1,0,0,0,0,2,0,2,0,1,3,3,2,1,0,1,2,0,0
LITERARY-CRITICISM AND THE RETURN TO HISTORY,"SIMPSON, D",,,,CRITICAL INQUIRY,SUM 1988,1988,14,4,,,,721,747,,10.1086/448463,,,23,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,3,1,1,2,0,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ON THE THRESHOLD OF WOMANS ERA - LYNCHING, EMPIRE, AND SEXUALITY IN BLACK FEMINIST THEORY","CARBY, HV",,,,CRITICAL INQUIRY,1985,1985,12,1,,,,262,277,,10.1086/448329,,,23,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,2,1,1,0,0,1,1,0,0,5,1,2,1,0,0,1,0
LATIN-AMERICAN DOCUMENTARY NARRATIVE + RECENT NONFICTION NOVELS,"FOSTER, DW",,,,PMLA-PUBLICATIONS OF THE MODERN LANGUAGE ASSOCIATION OF AMERICA,1984,1984,99,1,,,,41,55,,10.2307/462034,,,23,0.7,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,0,1,1,5,1,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0
AN IDEA AND IDEAL OF A LITERARY CANON,"ALTIERI, C",,,,CRITICAL INQUIRY,1983,1983,10,1,,,,37,60,,10.1086/448236,,,23,0.68,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,3,2,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2,0
WITH THE COMPLIMENTS OF THE AUTHOR - REFLECTIONS ON AUSTIN AND DERRIDA,"FISH, SE",,,,CRITICAL INQUIRY,1982,1982,8,4,,,,693,721,,10.1086/448177,,,23,0.66,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,1,0,4,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
THE NARRATIVIZATION OF REAL EVENTS,"WHITE, H",,,,CRITICAL INQUIRY,1981,1981,7,4,,,,793,798,,10.1086/448133,,,23,0.64,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,0,1,0,0,2,1,2,0,0,2,1,0,1,0,2,1,0,0,0,0,0,0,2,2,0,1,0
"BECKETT,SAMUEL MAUTHNER,FRITZ, AND THE LIMITS OF LANGUAGE","BENZVI, L",,,,PMLA-PUBLICATIONS OF THE MODERN LANGUAGE ASSOCIATION OF AMERICA,1980,1980,95,2,,,,183,200,,10.2307/462014,,,23,0.62,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,0,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0,1,2,1,2,0,0,1,1,2,1,1,0
"Style, Inc. Reflections on Seven Thousand Titles (British Novels, 1740-1850)","Moretti, Franco",,,,CRITICAL INQUIRY,FAL 2009,2009,36,1,,,,134,158,,,,,22,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,6,4,4,0
"Editor's column: The end of postcolonial theory? A roundtable with Sunil Agnani, Fernando Coronil, Gaurav Desai, Mamadou Diouf, Simon Gikandi, Susie Tharu and Jennifer Wenzel","Yaeger, Patricia; Agnani, Sunil; Coronil, Fernando; Desai, Gaurav; Diouf, Mamadou; Gikandi, Simon; Tharu, Susie; Wenzel, Jennifer",,,,PMLA-PUBLICATIONS OF THE MODERN LANGUAGE ASSOCIATION OF AMERICA,MAY 2007,2007,122,3,,,,633,651,,10.1632/pmla.2007.122.3.633,,,22,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,3,3,3,5,1,0
Special topic: The history of the book and the idea of literature - Introduction: Reading matter,"Price, Leah",,,,PMLA-PUBLICATIONS OF THE MODERN LANGUAGE ASSOCIATION OF AMERICA,JAN 2006,2006,121,1,,,,9,16,,10.1632/003081206X96087,,,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,3,1,2,4,2,1,1
